atleta_id,apelido,ano,rodada_id,clube_id,posicao_id,status_pre,status_inicial,preco_num,variacao_num,media_num,jogos_num,pontos_num,minutos_jogados,entrou_em_campo,home_dummy,opponent,match_id,G,A,SG,FF,FT,FD,DD,DP,DE,DS,FS,PS,GS,GC,CA,CV,FC,I,PP,PC
12024,DIEGO DANTAS 2,2025,23,108,5,Nulo,reserva,1.47,0.0,1.0,3,0.0,0.0,False,1.0,102.0,901314,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10125,Murilo Barbosa,2024,34,108,1,Provável,titular,6.69,0.26,3.37,22,3.5,99.0,True,0.0,110.0,900927,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10580,Hugo Ramos,2023,19,111,5,Suspenso,titular,9.16,-0.75,5.48,17,3.3,99.0,True,1.0,104.0,900589,0.0,0.0,0.0,2.0,0.0,1.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
10561,Breno Machado,2022,28,108,5,Nulo,reserva,7.28,0.0,1.63,19,0.0,29.0,False,,,900063,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10914,Adriel Jardim,2025,17,119,2,Provável,titular,4.02,-0.4,1.55,8,0.6,102.0,True,1.0,109.0,901370,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
10298,Valter Henriques,2024,13,112,4,Provável,titular,4.49,0.06,1.59,12,1.6,91.0,True,,,901014,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10055,Norberto Zanetti,2024,5,125,3,Provável,titular,4.76,0.74,2.65,4,5.8,102.0,True,0.0,103.0,900806,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
10744,Juliano Barbosa,2025,18,128,5,Provável,titular,5.47,1.56,3.4,12,11.5,83.0,True,,,901399,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10736,Rafael Cardoso,2023,12,120,4,Provável,titular,7.48,1.21,4.5,10,9.0,102.0,True,1.0,103.0,900637,0.0,0.0,0.0,2.0,0.0,1.0,,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10659,Heitor Iglesias,2022,23,122,5,Nulo,0,3.57,0.0,1.88,6,0.0,0.0,False,1.0,114.0,900369,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12088,Heitor Nogueira 2,2025,18,107,4,Nulo,reserva,2.0,0.0,0.0,0,0.0,0.0,False,0.0,116.0,901404,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11007,Renan Cardoso,2023,30,120,2,Nulo,0,7.74,0.0,4.5,14,0.0,0.0,False,1.0,108.0,900517,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10209,Adriel Xerez,2023,11,111,1,Provável,titular,6.02,0.21,3.82,11,2.5,105.0,True,,,900610,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10791,Joaquim Barbosa,2022,21,105,4,Provável,0,7.23,-0.68,4.8,16,2.9,88.0,True,1.0,127.0,900342,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11345,Murilo Carvalho,2024,10,102,3,Nulo,0,"2,0",0.0,0.0,0,0.0,0.0,False,1.0,120.0,900935,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11230,Norberto Klein,2022,23,125,4,Nulo,0,1.0,0.0,0.0,0,0.0,0.0,False,1.0,103.0,900367,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11872,Vinícius Vasques 2,2025,23,115,5,Nulo,0,1.11,0.0,0.5,1,0.0,0.0,False,1.0,101.0,901320,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11159,Osvaldo Yamamoto,2022,30,125,2,Nulo,0,1.0,0.0,0.0,0,0.0,0.0,False,0.0,120.0,900100,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10978,Théo Antunes,2023,8,109,4,Nulo,0,4.0,0.0,0.0,0,0.0,0.0,False,0.0,110.0,900550,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10011,Leandro Werneck,2023,13,109,5,Nulo,reserva,1.83,-0.13,0.57,7,-0.6,40.0,True,0.0,127.0,900669,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
11829,Lucas Queiroz 2,2024,9,126,4,Nulo,reserva,6.45,3.45,9.7,1,9.7,7.0,True,,,900914,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11286,Ícaro Cardoso,2023,6,105,1,Nulo,reserva,3.0,0.0,0.0,0,0.0,,False,1.0,127.0,900500,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10650,Théo Tavares,2024,29,127,4,Suspenso,titular,4.22,0.41,2.01,16,4.3,68.0,True,1.0,108.0,901089,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
11663,Norberto Peixoto,2023,9,110,4,Nulo,reserva,2.44,0.0,1.1,4,0.0,0.0,False,0.0,105.0,900560,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10699,Juliano Oliveira,2022,23,126,2,Provável,0,7.58,0.0,3.18,9,0.0,0.0,False,1.0,127.0,900368,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10553,Sérgio Klein,2022,36,123,3,Provável,0,4.43,0.0,2.36,31,0.0,0.0,False,0.0,110.0,900203,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10454,Leandro Yamamoto,2023,15,118,5,Nulo,reserva,3.9,0.9,5.3,1,5.3,33.0,True,1.0,111.0,900441,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
11115,Kléber Oliveira,2025,16,114,4,Nulo,reserva,5.78,-0.15,3.43,12,1.0,37.0,True,0.0,109.0,901334,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10343,Lucas Cardoso,2022,7,107,4,Provável,titular,15.15,2.02,8.3,6,12.0,,True,0.0,115.0,900196,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10422,Ivan Queiroz,2022,24,115,2,Provável,titular,3.07,-0.06,2.18,21,3.0,98.0,True,,,900376,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10384,Xavier Ramos,2025,20,107,4,Provável,titular,7.02,0.32,3.54,14,6.2,97.0,True,,,901452,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10143,Emerson Iglesias,2023,36,120,5,Contundido,0,10.59,0.0,4.69,24,0.0,0.0,False,0.0,112.0,900695,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10133,Emerson Bittencourt,2024,2,125,1,Nulo,reserva,8.0,0.0,0.0,0,0.0,0.0,False,1.0,112.0,900778,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10587,Quintino Peixoto,2024,29,111,3,Provável,titular,6.11,-0.42,2.83,7,1.0,99.0,True,,,901082,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
10436,Wagner Werneck,2024,5,125,4,Nulo,reserva,5.18,-0.35,2.47,3,0.8,13.0,True,0.0,103.0,900806,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10964,Ulisses Oliveira,2023,23,114,3,Nulo,reserva,4.98,-1.09,3.45,12,0.0,16.0,True,,,900716,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11936,Douglas Escobar 2,2025,12,107,3,Nulo,0,2.56,0.0,2.0,1,0.0,0.0,False,1.0,115.0,901193,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10630,Kaique Gomes,2023,19,107,5,Nulo,reserva,3.85,-0.66,3.3,13,0.5,35.0,True,,,900584,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10371,Brandão Ubaldo,2025,27,116,3,Nulo,reserva,2.06,-0.07,-0.68,5,0.0,6.0,True,0.0,106.0,901472,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11488,Théo Duarte,2023,9,123,4,NULO,titular,1.15,0.15,1.6,1,1.6,82.0,True,1.0,103.0,900569,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
10416,Lucas Dantas,2023,37,121,2,Nulo,0,4.69,0.0,3.55,23,0.0,0.0,False,0.0,110.0,900704,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10638,Tiago Fontes,2022,25,118,5,Provável,titular,7.92,2.47,4.01,23,15.3,101.0,True,0.0,109.0,900015,0.0,2.0,0.0,2.0,0.0,0.0,,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10027,Lucas Queiroz,2023,36,101,2,Dúvida,reserva,6.06,0.0,4.06,9,0.0,0.0,False,1.0,111.0,900690,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10920,Caio Queiroz,2024,9,103,3,Suspenso,titular,3.7,-1.73,-0.6,2,-3.6,101.0,True,1.0,108.0,900916,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
11675,Cauã Hollanda,2024,15,106,5,Nulo,reserva,2.86,-0.19,1.5,10,0.5,12.0,True,0.0,114.0,901071,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10563,Hugo Zanetti,2023,10,107,5,Provável,titular,9.08,-2.41,3.25,8,0.8,74.0,True,0.0,108.0,900585,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
10806,Adriel Aguiar,2024,4,102,3,Nulo,reserva,3.0,0.0,0.0,0,0.0,0.0,False,0.0,101.0,900794,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10823,Norberto Xerez,2023,18,102,5,Provável,titular,7.06,-0.03,2.97,18,2.0,,True,0.0,112.0,900535,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
11284,Wesley Queiroz,2022,34,120,1,Nulo,reserva,1.0,0.0,0.0,0,0.0,0.0,False,1.0,107.0,900150,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10548,Vinícius Gomes,2025,14,104,1,Nulo,0,5.47,0.0,3.68,4,0.0,0.0,False,,,901268,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11657,Felipe Ubaldo,2024,9,101,2,Nulo,reserva,1.0,0.0,0.0,0,0.0,0.0,False,0.0,120.0,900918,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10336,Adriel Esteves,2025,2,116,4,Nulo,titular,4.74,0.37,2.25,2,3.7,,True,1.0,101.0,901158,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11692,Otávio Xerez,2024,16,126,5,Provável,reserva,3.4,-0.12,1.73,15,0.0,20.0,True,,,901106,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11945,Emerson Iglesias 2,2025,19,101,5,Nulo,0,1.0,0.0,0.0,0,0.0,0.0,False,1.0,128.0,901431,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10876,Ícaro Barbosa,2024,31,107,2,Nulo,0,11.15,0.0,6.23,16,0.0,0.0,False,1.0,125.0,901036,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11331,Heitor Siqueira,2024,5,103,6,Provável,0,10.11,-0.44,5.54,5,5.88,102.0,True,1.0,125.0,900806,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11034,Zeca Yamamoto,2023,19,114,3,Nulo,reserva,3.0,-0.47,2.21,10,-2.1,44.0,True,0.0,102.0,900582,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
11955,Wagner Ramos 2,2024,27,112,5,Nulo,0,1.0,0.0,0.0,0,0.0,,False,0.0,127.0,901069,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11107,Pedro Nogueira,2025,1,104,2, Provável ,titular,5.84,0.84,5.0,1,5.0,85.0,True,1.0,103.0,901148,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11725,Xavier Jardim,2024,2,116,5,Nulo,reserva,2.0,0.0,0.0,0,0.0,0.0,False,0.0,127.0,900779,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10771,Kaique Duarte,2024,25,101,4,Contundido,0,12.84,0.0,7.74,10,0.0,0.0,False,0.0,103.0,901006,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11342,Bento Jardim,2022,35,101,1,Nulo,0,1.0,0.0,0.0,0,0.0,0.0,False,1.0,103.0,900162,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10662,Bento Oliveira,2025,8,119,4,Provável,titular,5.36,0.01,3.88,7,3.9,92.0,True,1.0,112.0,901310,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
11308,Osvaldo Queiroz,2022,34,123,1,Nulo,0,1.0,0.0,0.0,0,0.0,0.0,False,,,900148,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11062,Ulisses Siqueira,2022,2,110,5,Nulo,0,2.0,0.0,0.0,0,0.0,0.0,False,1.0,126.0,900023,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11790,Pedro Tavares,2023,26,110,5,Nulo,0,1.0,0.0,0.0,0,0.0,0.0,False,,,900757,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10506,Hugo Yamamoto,2024,9,115,5,Nulo,reserva,3.8,-0.13,2.39,7,0.8,32.0,True,0.0,110.0,900917,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11131,Nícolas Ramos,2024,5,115,5,Nulo,titular,3.57,0.0,2.55,4,0.0,64.0,False,1.0,126.0,900810,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10978,Théo Antunes,2023,9,109,4,Nulo,0,4.0,0.0,0.0,0,0.0,0.0,False,1.0,114.0,900563,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10926,Wagner Ferreira,2023,38,120,3,Provável,0,3.14,-1.14,2.48,10,-0.8,,True,,,900729,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
11335,Cléber Machado,2022,16,109,3,Nulo,0,4.58,0.0,1.0,1,0.0,0.0,False,1.0,126.0,900255,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12058,Hugo Jardim 2,2025,37,125,1,Nulo,nao_relacionado,1.0,0.0,0.0,0,0.0,,False,1.0,103.0,901259,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10765,Douglas Peixoto,2025,12,124,4,Nulo,0,3.75,0.0,1.56,7,0.0,0.0,False,0.0,105.0,901191,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11415,Emerson Ramos,2023,34,123,3,Nulo,titular,3.78,0.24,3.16,5,1.7,91.0,True,0.0,106.0,900641,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10168,Wesley Barbosa,2023,37,121,1,Nulo,0,6.55,0.0,3.28,30,0.0,0.0,False,0.0,110.0,900704,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10436,Wagner Werneck,2022,19,125,4,Contundido,0,5.52,0.0,3.53,11,0.0,0.0,False,,,900327,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10450,Renan Ramos,2025,4,109,5,Nulo,0,11.43,0.0,0.6,2,0.0,0.0,False,,,901184,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10906,Leandro Gomes,2023,4,110,5,Contundido,0,3.67,0.0,1.75,2,0.0,0.0,False,0.0,113.0,900456,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10867,Osvaldo Machado,2024,18,113,2,Nulo,reserva,3.81,0.0,2.4,2,0.0,0.0,False,1.0,116.0,901131,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
